Region,Individual,July 2016,August 2016,September 2016,October 2016,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,December 2017,January 2018,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020
Northern Sydney,School Student,102,701,728,667,837,186,8,"1,023","1,266",301,"1,136",650,499,"1,160",781,718,906,155,59,"1,042",923,390,"1,271","1,016",362,"1,295","1,131",684,"1,165",233,76,"1,361","1,429",724,"1,562","1,113",491,"1,469","1,224",780,"1,115",326,206,"2,328","1,513",11,647,"1,953",979,"1,944","1,595"
Northern Sydney,Senior/Pensioner,"1,147","1,228","1,824","3,072","2,367","2,245","1,901","2,008","2,511","2,518","2,719","2,775","2,854","2,493","2,393","2,715","2,648","2,667",913,"2,246","2,488","2,548","2,741","2,465","2,742","2,745","2,641","2,380","2,615","2,606","2,027","2,388","2,603","2,521","2,751","2,755","2,955","2,786","2,397","2,840","2,734","2,818","2,693","2,571","1,518",423,706,"1,195","1,184","1,092","1,319"
Northern Sydney,Sgl Trip LR Adult,31,36,75,146,80,145,129,127,133,148,108,111,205,173,180,231,185,224,84,162,140,144,137,104,142,110,127,101,95,133,104,59,90,87,60,93,75,59,46,50,37,55,55,42,20,6,5,5,11,6,4
Northern Sydney,Sgl Trip LR Child/Youth,11,33,53,68,30,48,46,35,38,73,41,41,103,52,48,62,68,87,29,44,30,58,43,51,63,47,43,45,18,47,41,14,21,37,27,30,49,28,14,24,21,32,55,11,5,8,8,15,10,5,10
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,"2,032","3,693","4,957","5,014","5,843"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,134,288,797,328,361
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,116,287,337,465,506
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,477,"1,077","1,595","1,658","2,004"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,35,31,83,97,89
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,23,26,17,19
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,186,114,199,239
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,871,"2,084","2,337","2,339","3,009"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,13,2,7
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,15,3,6
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,253","2,776","4,629","6,023","6,285","6,458"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,100,214,453,242,320
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,185,420,636,769,839
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,949,"1,859","2,784","2,929","3,056"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,53,61,85
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,31,29,19,26
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,145,76,169,234
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,560,"1,007","1,220","1,201","1,518"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,5
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,558","4,216","7,130","9,146","10,077","9,463"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,148,242,512,270,330
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,218,600,830,896,"1,155"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,"1,361","2,372","3,187","3,905","3,635"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,42,41,50,52
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,11,21,12,23
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,102,53,89,154
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,698,"1,302","1,514","1,502","1,435"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,8
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,2
Western Sydney,Adult,"7,252","8,055","8,095","8,134","7,484","7,672","6,444","7,129","8,783","7,971","8,676","8,194","8,035","8,227","8,244","9,000","8,635","8,025","3,127","7,143","7,888","7,444","8,945","7,125","8,179","8,938","8,083","7,742","7,834","7,035","6,334","7,714","8,424","7,089","7,775","7,257","7,484","7,980","7,256","7,445","7,210","6,326","6,168","5,913","4,117","1,100","1,552","2,359","2,783","2,775","2,758"
Western Sydney,Child/Youth,"1,282","1,536","1,339","1,253",865,974,885,827,858,901,771,803,984,814,931,897,792,"1,002",500,703,734,813,795,638,993,887,861,805,927,"1,015",968,"1,081","1,031",876,708,806,946,732,902,993,841,994,"1,130",730,459,70,177,360,507,377,429
Western Sydney,Concession,456,569,543,523,454,500,458,602,907,780,998,741,635,955,709,798,752,637,232,544,820,656,858,650,642,834,688,644,637,571,441,612,830,597,664,560,626,697,600,616,480,396,344,503,371,54,82,146,237,261,294
Western Sydney,CTP,,,,,,,,,,,,,,,,,,,,,94,178,244,269,365,334,316,366,402,518,504,642,741,624,764,678,790,"1,009","1,160","1,530","1,735","1,749","1,819","1,894","1,355",367,544,931,"1,094","1,082","1,209"
Western Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Western Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,28,40,35,31,21,18,32,35,31,24,28,13,20,17,14,3,9,9,5,12,3,7,8,19,20,36
Western Sydney,Free Travel,18,41,26,20,9,4,1,2,6,3,1,4,6,3,2,6,1,4,1,2,6,2,7,1,9,2,11,2,4,3,2,,6,4,11,4,7,9,7,9,5,8,7,5,8,5,8,7,9,13,8
Western Sydney,School Student,164,772,678,693,854,436,60,901,"1,064",335,964,727,350,905,636,621,762,305,64,759,742,269,"1,024",857,390,921,827,529,802,438,60,845,891,447,890,676,352,721,608,492,682,356,109,914,691,1,306,730,383,661,538
Western Sydney,Senior/Pensioner,975,"1,091","1,103","1,232",893,"1,152",943,983,"1,111","1,150","1,095","1,102","1,117","1,146","1,105","1,118","1,096","1,114",374,"1,011","1,193","1,084","1,175",939,"1,281","1,221","1,203","1,036","1,118","1,043",836,"1,088","1,298","1,132","1,078","1,117","1,246","1,357","1,192","1,367","1,215","1,155","1,136","1,102",714,238,346,492,559,568,646
Western Sydney,Sgl Trip LR Adult,,,3,2,1,,,,,1,,2,7,6,11,14,5,5,1,4,3,2,1,4,7,4,,1,2,4,1,,3,1,1,3,,3,7,6,1,3,5,2,,,,,,,
Western Sydney,Sgl Trip LR Child/Youth,2,,1,,1,,,,,,,,1,,2,4,1,1,,,,4,,1,5,,1,1,1,2,1,,,1,1,,1,,,2,,,,,,,1,,,,
Southern Sydney,Adult,"5,183","5,250","5,370","5,600","5,038","5,659","5,947","6,175","7,599","7,158","9,575","7,952","8,734","8,273","8,266","9,478","9,921","9,026","4,312","8,320","9,688","9,746","10,853","9,134","11,117","11,275","10,776","10,239","10,601","9,294","9,589","10,210","11,467","10,681","11,313","10,628","11,024","11,333","9,910","10,783","10,857","9,849","9,305","9,166","6,762","1,888","2,602","4,139","4,482","4,470","4,462"
Southern Sydney,Child/Youth,"1,039","1,222","1,071","1,021",852,886,892,981,"1,054","1,024","1,224","1,062","1,225","1,158","1,129","1,128","1,170","1,120",506,"1,135","1,041","1,045","1,538","1,172","1,378","1,485","1,412","1,109","1,370","1,149","1,152","1,516","1,475","1,295","1,549","1,557","1,465","1,815","1,581","1,633","1,796","1,320","1,323","1,255",744,119,287,642,764,665,727
Southern Sydney,Concession,431,452,436,451,373,357,361,545,626,524,601,503,585,657,566,648,640,552,242,520,715,638,690,658,637,727,681,583,648,479,460,639,851,712,778,648,596,667,482,561,557,464,452,601,444,95,198,343,362,420,369
Southern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,50,185,263,253,309,332,341,303,396,512,534,580,607,734,925,929,"1,012","1,068","1,242","1,984","2,258","2,313","2,463","2,586","1,888",649,"1,005","1,538","1,844","1,846","1,768"
Southern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
Southern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,1,43,46,61,76,51,54,36,77,65,63,52,68,56,44,57,52,43,31,38,32,11,33,37,33,55,69
Southern Sydney,Free Travel,1,2,12,7,8,5,7,15,17,9,8,4,8,5,16,14,8,19,3,17,12,6,9,8,10,20,13,15,10,7,11,15,20,13,19,10,15,17,13,10,9,6,5,5,2,2,1,3,7,5,4
Southern Sydney,School Student,54,244,218,184,272,75,10,294,304,98,443,236,136,308,227,253,264,48,12,334,314,129,474,434,185,570,498,282,410,110,29,537,573,299,576,423,236,517,488,339,572,178,128,"1,342",994,1,389,998,554,882,829
Southern Sydney,Senior/Pensioner,644,565,575,647,540,631,607,592,747,738,924,813,822,797,778,865,905,909,352,740,939,924,999,819,989,"1,030",902,840,"1,019",936,869,"1,008","1,024","1,094","1,149","1,143","1,221","1,228","1,094","1,268","1,316","1,232","1,173","1,078",727,258,411,642,651,594,703
Southern Sydney,Sgl Trip LR Adult,,1,,2,,,4,,1,1,2,1,3,2,1,5,8,3,3,2,1,3,2,1,2,,1,3,,2,2,,1,1,2,3,2,3,1,1,,,2,,,,1,,,,
Southern Sydney,Sgl Trip LR Child/Youth,,,,,,2,,,,,,,,3,1,,3,1,1,2,,1,1,2,,1,2,2,,1,1,,,,2,,,1,,1,,,3,,,,,,,,1
Western Sydney,Adult,"10,096","11,243","10,941","11,436","10,916","11,307","9,712","10,821","12,515","10,672","12,696","11,644","11,114","10,942","10,902","11,468","11,784","10,743","4,902","10,346","11,481","10,617","12,344","10,635","11,316","11,762","10,890","10,891","11,252","10,161","8,995","10,147","10,751","9,271","10,359","9,619","10,362","10,164","8,990","9,483","9,272","8,601","8,201","8,018","5,429","1,386","1,878","3,031","3,381","3,237","3,434"
Western Sydney,Child/Youth,"1,637","1,408","1,548","1,481",953,"1,380","1,533","1,008","1,141","1,367","1,019","1,126","1,480",979,"1,148","1,179","1,076","1,440",805,985,"1,006","1,354","1,266","1,009","1,486","1,172","1,161","1,095","1,134","1,333","1,431","1,241","1,321","1,307","1,164","1,256","1,455","1,080","1,066","1,268","1,259","1,391","1,838","1,057",555,97,248,413,666,469,574
Western Sydney,Concession,576,662,619,650,494,408,332,626,787,684,871,702,615,799,647,652,572,436,186,514,736,680,832,606,506,694,658,567,534,474,333,562,618,587,500,522,521,629,464,552,475,405,323,398,393,77,116,200,257,224,231
Western Sydney,CTP,,,,,,,,,,,,,,,,,,,,,63,153,257,216,228,293,380,378,355,471,499,640,681,614,670,598,667,851,"1,013","1,561","1,869","2,051","2,261","2,351","1,636",545,673,"1,157","1,574","1,347","1,454"
Western Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,9,2,,,,,,
Western Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,4,23,19,33,24,26,20,24,34,18,26,16,4,8,30,40,34,16,11,9,6,3,4,3,13,32,35
Western Sydney,Free Travel,16,16,8,11,11,15,11,22,8,17,12,10,13,24,11,14,19,12,8,14,11,20,21,11,9,26,27,22,13,20,13,18,19,24,19,19,14,16,7,22,15,12,18,12,4,4,3,7,3,5,5
Western Sydney,School Student,56,239,224,211,297,96,11,241,277,87,299,213,133,292,195,204,224,78,23,282,193,79,368,327,146,416,330,201,325,114,24,351,424,219,577,519,257,528,557,307,467,196,68,687,492,4,148,432,263,515,439
Western Sydney,Senior/Pensioner,"2,343","2,453","2,387","2,511","2,295","2,452","2,078","2,224","2,669","2,569","2,799","2,764","2,630","2,487","2,388","2,610","2,721","2,759","1,023","2,238","2,516","2,509","2,600","2,244","2,532","2,649","2,511","2,181","2,468","2,585","2,005","2,315","2,564","2,283","2,429","2,277","2,478","2,457","2,255","2,482","2,413","2,475","2,367","2,212","1,530",582,697,"1,107","1,352","1,274","1,389"
Western Sydney,Sgl Trip LR Adult,22,59,101,97,64,107,79,53,67,104,73,65,112,101,103,133,86,165,60,96,79,45,78,63,61,73,49,45,57,83,72,35,38,37,28,42,26,41,28,35,10,23,19,9,27,,7,4,7,5,7
Western Sydney,Sgl Trip LR Child/Youth,12,24,63,51,25,37,55,14,14,40,31,32,52,42,40,47,29,69,26,33,36,66,28,37,38,8,18,33,15,45,26,27,10,23,16,16,23,13,6,23,3,24,29,4,6,,3,,5,6,4
Western Sydney,Adult,"6,300","6,657","6,944","7,324","6,697","7,309","6,374","6,587","7,624","6,812","7,735","7,400","7,387","7,048","6,923","7,367","7,783","7,600","3,128","6,431","7,031","6,557","7,403","6,392","6,766","6,947","6,734","6,663","7,100","6,385","5,719","6,221","6,847","5,940","6,638","5,991","6,681","6,595","5,774","6,146","5,970","5,486","5,170","5,049","3,716","1,202","1,449","2,299","2,636","2,426","2,603"
Western Sydney,Child/Youth,"1,009",935,969,"1,045",806,946,991,710,725,922,662,732,960,595,804,817,792,"1,071",534,709,731,922,823,586,993,714,740,"1,021",960,927,969,815,805,855,784,869,"1,079",750,683,952,910,944,"1,185",665,334,64,120,298,471,342,384
Western Sydney,Concession,375,498,433,391,402,398,422,445,631,503,574,542,581,595,442,471,421,475,187,445,534,409,482,468,518,572,526,473,480,395,308,422,510,446,468,460,426,503,420,406,402,370,376,408,324,73,111,221,238,225,207
Western Sydney,CTP,,,,,,,,,,,,,,,,,,,,,35,60,84,61,71,107,132,171,278,326,340,408,478,437,426,433,434,523,658,919,"1,065","1,240","1,256","1,347",992,357,453,762,880,906,959
Western Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,7,14,5,6,10,12,6,4,6,9,4,11,18,8,8,10,6,6,1,2,7,11,28,18
Western Sydney,Free Travel,2,4,4,4,6,6,2,4,4,9,7,6,4,2,7,5,5,8,,6,5,4,8,3,7,10,3,6,9,2,9,9,6,5,5,8,4,3,2,5,2,12,13,5,9,8,11,8,5,7,6
Western Sydney,School Student,6,42,56,76,110,36,12,102,95,40,106,80,52,133,83,71,62,23,6,89,86,29,169,139,71,155,133,69,138,70,13,112,132,64,205,128,85,193,195,115,187,85,72,678,432,4,135,407,230,408,340
Western Sydney,Senior/Pensioner,"1,604","1,669","1,654","1,717","1,578","1,636","1,559","1,488","1,784","1,640","1,678","1,687","1,549","1,587","1,601","1,698","1,757","1,882",805,"1,615","1,839","1,777","1,821","1,566","1,744","1,757","1,690","1,632","1,690","1,729","1,446","1,757","1,783","1,744","1,736","1,556","1,733","1,837","1,668","1,991","1,932","2,012","1,925","1,752","1,163",508,601,804,937,901,932
Western Sydney,Sgl Trip LR Adult,17,20,49,50,32,69,58,39,23,46,42,42,67,74,62,75,89,88,34,70,67,69,48,48,47,41,34,49,1,,2,1,4,1,3,1,,,1,1,1,,,,,2,,1,1,,1
Western Sydney,Sgl Trip LR Child/Youth,6,9,14,21,12,29,24,15,15,25,17,18,49,23,25,18,32,44,19,23,15,64,25,10,35,7,13,9,,,1,1,,2,,,3,,,,,,1,,,,,,,,
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,685","30,393","16,855","10,670","1,427","2,563","4,160","8,238","8,366","11,596"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,801","5,598","1,849",714,51,282,451,"1,225",730,941
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,"2,420","2,921","2,721",115,359,"1,008","1,226","2,621","3,058"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,735","7,637","4,670","3,025",539,954,"1,681","3,247","3,758","4,839"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,88,26,24,4,6,6,45,35,48
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,88,25,11,2,23,14,15,12,14
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,"1,262","11,848","7,621",18,"5,130","10,706","5,478","7,518","7,540"
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,827","5,619","1,596",964,299,509,804,"1,341","1,097","1,717"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,129,67,26,1,5,3,3,1,6
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,64,22,2,2,1,1,8,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Sydney,Adult,"55,688","58,367","41,468","41,687","34,611","36,016","12,050","37,284","44,532","43,805","41,370","42,062","43,096","39,501","39,353","45,646","46,099","47,360","2,980","40,142","45,783","46,581","45,347","46,781","46,162","47,671","46,484","44,368","45,228","46,812","25,110","43,568","47,662","41,348","38,565","42,561","43,534","47,607","40,280","45,724","44,230","47,481","44,760","32,292","21,060","3,725","6,038","10,902","13,230","11,254","12,224"
Northern Sydney,Child/Youth,"5,461","3,447","3,933","3,793","2,189","3,602","1,828","2,637","3,092","5,678","2,468","3,783","6,083","3,034","3,269","3,953","3,187","5,257",288,"3,311","3,643","6,293","3,080","4,228","6,183","3,592","3,265","4,225","3,326","4,912","3,666","3,741","3,474","4,948","2,453","4,019","6,327","4,125","2,691","5,321","3,686","5,452","8,198","2,488","1,195",77,246,785,"1,933",780,"1,118"
Northern Sydney,Concession,"2,184","3,794","2,804","2,670","1,787","1,643",469,"1,822","3,111","3,027","3,354","2,713","2,098","3,535","2,836","2,801","2,134","1,772",140,"1,589","2,814","2,861","3,200","2,568","1,967","3,376","2,655","2,663","2,104","1,605",918,"1,868","3,034","2,537","2,788","2,477","2,153","3,408","2,565","2,902","2,308","1,987","1,675","1,763","1,491",149,299,717,"1,075",973,"1,121"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,281,500,672,661,792,858,829,941,899,"1,396",857,"1,536","2,049","1,888","1,989","2,043","2,102","2,742","2,913","5,435","6,477","7,354","8,093","6,658","4,740","1,142","1,837","3,479","4,660","4,234","4,649"
Northern Sydney,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,3,,1,3,,,8,,,,1,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,51,62,52,72,58,38,51,46,90,52,80,62,47,51,73,93,72,87,71,68,10,13,39,91,108,97
Northern Sydney,Free Travel,63,60,69,59,43,53,27,56,69,75,66,89,53,49,66,68,71,70,6,75,72,87,82,60,90,68,58,78,68,76,27,73,62,60,62,59,76,52,49,67,64,65,75,52,23,2,7,26,22,17,22
Northern Sydney,School Student,6,14,16,16,17,8,2,37,36,15,39,33,20,55,53,64,70,32,4,102,105,38,102,57,41,90,87,43,90,44,7,98,105,49,84,59,30,114,79,61,104,126,25,235,183,,51,126,92,123,172
Northern Sydney,Senior/Pensioner,"13,139","13,324","13,452","13,674","11,410","11,167","4,308","12,100","14,778","13,673","12,887","13,436","13,247","11,744","12,289","13,724","13,237","13,452",899,"13,196","13,287","14,569","13,703","12,725","13,333","13,180","13,326","12,256","12,540","13,526","7,917","15,473","13,951","12,315","12,299","12,245","13,043","13,064","11,648","14,762","14,775","14,851","14,780","10,544","6,125",938,"1,846","4,090","5,047","4,512","5,369"
Northern Sydney,Sgl Trip LR Adult,62,228,279,289,256,196,71,227,285,134,237,244,437,498,393,472,516,471,16,418,430,363,388,418,242,390,366,281,296,294,143,215,181,247,226,274,226,274,259,228,179,343,277,95,84,9,11,18,44,13,21
Northern Sydney,Sgl Trip LR Child/Youth,13,50,55,62,36,47,25,45,45,38,39,59,167,81,98,100,98,148,3,83,66,128,56,91,87,71,59,75,50,83,57,41,30,65,38,64,113,52,39,55,41,122,147,19,15,,5,9,42,21,17
Northern Sydney,Adult,"53,890","59,709","43,277","43,650","42,633","40,721","29,364","40,954","46,268","40,154","44,405","44,380","43,125","42,150","39,872","44,394","45,941","43,814","14,335","39,069","42,974","40,370","44,339","42,991","44,194","44,854","41,914","43,076","44,479","40,656","35,178","40,497","43,263","37,739","40,699","38,687","42,425","41,456","35,911","38,454","37,669","35,385","35,631","31,303","20,738","4,853","6,220","9,138","10,730","9,410","10,314"
Northern Sydney,Child/Youth,"3,114","1,719","2,116","2,017","1,284","2,463","3,029","1,402","1,643","3,033","1,753","2,592","3,255","1,683","1,841","2,245","1,816","3,038","1,245","1,804","1,877","2,980","1,671","2,082","3,699","1,889","1,981","2,385","1,990","2,699","3,081","1,854","1,906","2,744","1,698","2,232","3,390","1,862","1,458","2,915","2,313","2,950","4,639","1,520",742,81,196,485,"1,157",432,667
Northern Sydney,Concession,"1,906","1,985","1,409","1,452","1,384","1,398","1,045","1,643","1,747","1,456","1,567","1,583","1,676","1,494","1,351","1,440","1,477","1,637",436,"1,448","1,984","1,426","1,450","1,478","1,529","1,715","1,611","1,473","1,479","1,568","1,370","1,613","1,847","1,406","1,410","1,476","1,575","1,611","1,225","1,434","1,375","1,406","1,424","1,222",873,157,235,439,528,546,504
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,199,425,578,645,705,802,890,975,"1,130","1,477","1,769","1,942","2,034","1,961","2,280","2,287","2,524","3,018","3,260","5,671","6,781","6,976","8,261","7,654","5,110","1,075","1,803","3,088","3,814","3,359","3,923"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,,,,,,,,1,,
Northern Sydney,Employee,,,,,,,,,,,,1,,,,,,,,,,,,,,25,27,50,60,63,36,31,64,51,43,71,56,46,70,109,77,81,61,61,37,10,13,32,45,40,42
Northern Sydney,Free Travel,70,87,76,63,90,89,39,87,76,85,94,83,58,102,77,101,92,70,23,87,94,87,98,73,79,88,65,60,122,92,66,96,81,87,93,81,81,105,82,89,72,81,64,70,37,4,10,21,22,18,22
