Region,Individual,July 2016,August 2016,September 2016,October 2016,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,December 2017,January 2018,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020
Southern Sydney,Child/Youth,779,817,691,729,597,829,739,590,693,757,661,762,796,630,596,670,503,742,304,537,497,609,599,563,671,480,515,585,629,602,694,483,578,572,598,706,733,518,492,670,584,775,705,459,271,44,111,227,357,218,256
Southern Sydney,Concession,379,439,388,461,392,398,339,317,506,443,463,485,549,550,442,444,519,388,163,476,586,504,573,455,421,495,475,450,424,340,291,391,479,433,452,511,478,562,450,490,518,430,317,439,360,59,83,140,228,264,227
Southern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,25,71,132,111,150,204,160,170,254,350,343,363,470,476,517,471,498,578,646,"1,134","1,335","1,460","1,573","1,572","1,141",300,441,698,832,833,"1,083"
Southern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Southern Sydney,Employee,,,,,,,,,,,,,,,,,1,,,,,,,,,17,30,19,34,25,17,17,21,15,31,18,21,23,10,44,29,33,16,18,28,15,11,19,18,26,14
Southern Sydney,Free Travel,1,2,2,2,,10,3,3,4,1,6,6,1,,2,5,3,4,1,,1,7,1,5,1,9,3,2,2,2,2,2,3,,3,,2,1,2,4,18,23,23,20,17,14,21,18,23,23,20
Southern Sydney,School Student,39,178,156,143,176,51,8,235,359,106,270,231,128,283,171,167,228,73,11,228,237,90,358,234,129,309,242,204,305,162,30,447,491,253,593,429,227,530,427,337,439,254,67,634,429,1,145,435,263,463,379
Southern Sydney,Senior/Pensioner,845,"1,032","1,027","1,050",884,964,846,966,"1,172","1,044",950,"1,040","1,040",991,"1,011","1,059",975,"1,111",445,"1,125","1,246","1,190","1,233",835,"1,036",986,"1,086",956,"1,135","1,033",887,"1,038","1,116","1,014","1,065","1,076","1,090","1,065",936,"1,085","1,111","1,141",960,954,686,239,343,537,542,552,592
Southern Sydney,Sgl Trip LR Adult,11,24,34,44,26,55,34,32,35,23,23,25,60,42,49,53,54,59,26,56,48,34,49,32,46,39,37,48,,1,2,,1,,,,1,2,3,,,3,4,,,,,1,,,
Southern Sydney,Sgl Trip LR Child/Youth,2,15,13,16,8,17,18,24,9,25,5,15,21,13,10,27,14,28,13,13,14,35,24,13,19,12,10,13,,,,1,,1,1,1,3,1,,,,1,4,,,,,,,,
Southern Sydney,Adult,"13,591","14,305","14,426","15,545","14,457","16,227","17,631","16,560","18,503","17,402","16,420","18,000","17,700","17,169","16,543","19,003","19,431","19,830","8,907","17,642","18,349","18,915","21,375","17,477","20,479","20,564","20,316","19,303","21,146","19,499","19,050","19,566","20,739","19,360","21,420","19,561","21,530","21,466","18,334","20,628","20,275","18,040","16,813","17,453","11,850","3,674","4,837","7,101","8,231","7,842","8,720"
Southern Sydney,Child/Youth,"2,219","2,289","2,110","2,064","1,579","1,979","2,289","1,747","1,659","2,134","1,522","1,741","2,080","1,490","1,820","1,750","1,604","2,382","1,066","1,668","1,666","2,061","1,970","1,668","2,269","1,818","1,908","1,870","1,967","1,974","2,133","1,715","1,847","2,016","1,738","1,966","2,244","1,818","1,705","2,093","2,085","2,074","2,196","1,385",919,155,377,751,"1,096",787,910
Southern Sydney,Concession,"1,260","1,147","1,117","1,156","1,282","1,227","1,250","1,387","1,603","1,338","1,210","1,531","1,472","1,438","1,232","1,394","1,530","1,335",581,"1,193","1,495","1,309","1,369","1,352","1,528","1,387","1,244","1,035","1,235",964,"1,031","1,190","1,360","1,077","1,142","1,312","1,233","1,373","1,027","1,193","1,169","1,028",903,"1,067",765,167,287,455,616,571,589
Southern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,39,84,122,109,170,199,240,315,359,582,728,823,949,956,"1,087","1,073","1,094","1,222","1,432","2,398","2,804","2,925","2,974","3,183","2,376",776,"1,223","1,919","2,302","2,260","2,339"
Southern Sydney,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Sydney,Day Pass without SAF,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,,1
Southern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,15,43,46,46,43,38,29,40,38,39,68,59,53,58,60,53,65,41,41,32,17,24,19,48,42,46
Southern Sydney,Free Travel,3,12,8,16,8,12,49,15,12,11,19,9,7,18,11,14,10,14,4,4,13,10,10,10,14,21,15,9,13,10,7,9,10,9,19,13,9,7,12,9,12,13,13,9,4,1,2,8,6,12,28
Southern Sydney,School Student,95,394,341,338,413,130,23,410,424,134,380,293,181,468,270,280,345,119,28,412,435,215,690,483,228,569,518,347,551,218,38,531,568,280,673,516,248,607,523,372,554,228,98,867,570,7,247,698,408,688,575
Southern Sydney,Senior/Pensioner,"2,958","2,816","2,981","3,441","2,826","3,055","3,302","2,803","3,244","3,268","3,034","3,240","3,297","2,986","2,701","3,268","3,144","3,525","1,556","3,088","3,250","3,324","3,316","2,601","3,376","3,096","3,422","2,946","3,453","3,091","2,846","3,488","3,334","3,346","3,533","3,275","3,562","3,692","3,165","3,964","3,658","3,576","3,315","3,326","2,136",820,"1,054","1,654","1,778","1,629","1,962"
Southern Sydney,Sgl Trip LR Adult,27,23,51,56,26,82,58,52,42,64,68,65,62,51,72,97,65,126,37,72,54,54,65,47,77,73,96,41,1,1,3,3,6,3,6,5,1,5,7,8,,6,7,2,,,,1,2,,1
Southern Sydney,Sgl Trip LR Child/Youth,15,7,36,31,15,34,52,20,9,17,13,16,38,24,28,31,17,58,31,21,18,28,30,16,38,31,22,30,1,1,,,1,1,3,1,3,4,2,3,1,2,1,,,,,,,,
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,"1,884","3,303","4,502","4,713","4,728"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,61,102,324,109,162
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,189,447,752,785,715
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,664,"1,401","1,955","2,076","2,105"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,32,45,54
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,7,7
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,138,59,97,107
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,369,735,951,861,966
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
Northern Sydney,Adult,"9,532","10,092","8,908","8,993","8,450","9,473","3,535","12,543","16,780","13,831","13,845","15,439","13,907","12,867","13,776","13,496","14,405","13,439","1,138","12,098","15,240","13,381","15,881","14,988","14,159","15,359","15,917","15,850","16,536","15,424","9,153","16,066","19,659","13,768","14,790","16,324","15,703","15,133","12,856","13,762","13,649","13,261","13,488","13,094","9,610","1,679","2,257","3,795","5,060","4,813","4,902"
Northern Sydney,Child/Youth,876,816,884,772,495,810,662,982,"1,316","1,768",859,"1,185","1,742",992,"1,396","1,343","1,112","1,635",155,"1,237","1,373","2,094","1,398","1,257","2,047","1,331","1,748","1,569","1,408","1,650","1,516","1,597","1,818","1,924","1,008","1,509","2,469","1,390","1,089","1,875","1,511","1,616","3,198","1,228","1,073",27,94,254,789,382,488
Northern Sydney,Concession,372,448,385,460,397,412,178,668,930,746,789,807,828,911,782,630,549,557,57,627,774,643,656,664,812,824,751,698,803,612,388,768,"1,276",710,682,931,"1,134",878,759,773,746,701,637,819,639,50,71,227,299,319,334
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,193,288,317,385,360,392,419,464,499,685,586,830,"1,174",895,940,"1,074","1,014","1,150","1,209","2,145","2,383","2,681","3,109","3,289","2,429",451,638,"1,378","1,810","1,606","1,801"
Northern Sydney,Day Pass Child/Youth w/o SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,1,,1,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,22,30,27,48,23,20,35,61,30,32,44,32,44,34,34,54,68,33,45,29,3,6,10,18,24,19
Northern Sydney,Free Travel,15,34,25,19,7,11,2,24,42,45,32,55,21,31,14,24,24,12,3,17,15,52,23,17,5,22,9,22,32,12,12,49,11,23,16,26,13,20,7,22,15,14,12,38,10,1,2,2,2,2,6
Northern Sydney,School Student,6,13,10,6,21,20,1,25,35,7,35,29,16,41,44,69,85,31,8,92,76,27,47,35,21,79,47,21,47,23,,65,93,49,98,87,38,78,60,56,71,54,16,225,162,,48,201,112,202,191
Northern Sydney,Senior/Pensioner,"2,612","2,717","2,419","2,539","2,265","2,357",826,"3,073","6,360","3,721","3,188","6,364","3,293","3,031","3,594","2,952","3,310","2,762",244,"3,105","3,471","9,254","4,342","5,894","3,140","3,683","3,502","4,181","4,371","3,083","2,156","9,517","4,133","3,590","3,504","6,003","3,847","3,883","3,754","4,339","4,228","3,437","3,548","7,052","2,287",208,374,710,"1,044",926,"1,065"
Northern Sydney,Sgl Trip LR Adult,,1,,2,5,2,13,6,3,17,8,7,18,20,17,17,32,30,2,24,25,29,30,18,15,19,14,20,22,19,18,18,21,15,15,13,17,12,11,10,13,7,19,10,4,1,,,2,,1
Northern Sydney,Sgl Trip LR Child/Youth,2,2,,2,,,6,,2,9,5,4,16,5,12,8,6,7,1,10,4,42,9,6,8,5,4,10,3,10,7,7,1,10,1,10,10,5,2,3,5,5,15,3,,,,1,2,1,1
Northern Sydney,Adult,"36,999","36,762","35,891","35,105","31,707","37,725","23,347","31,929","35,709","37,715","34,442","33,580","37,273","33,851","32,722","36,609","37,121","40,699","9,595","32,933","35,260","34,273","33,555","31,941","36,278","35,655","35,379","32,099","34,083","38,805","26,656","32,965","32,922","33,384","31,189","32,099","34,959","34,819","29,385","31,812","30,744","34,369","30,099","25,445","16,707","5,153","7,172","9,368","10,147","9,310","9,735"
Northern Sydney,Child/Youth,"2,327","1,945","1,599","1,548","1,114","1,921","1,569","1,487","1,419","2,127","1,249","1,564","2,421","1,886","1,394","1,336","1,265","2,401",657,"1,857","1,542","2,061","1,281","1,590","2,391","2,080","1,468","1,300","1,324","2,176","1,703","1,706","1,250","2,313","1,289","1,799","2,379","2,148","1,152","1,658","1,333","2,286","2,146","1,435",530,72,141,405,502,397,502
Northern Sydney,Concession,"1,091","1,170","1,126",971,"1,072","1,157",699,"1,004","1,138","1,129","1,056","1,105","1,361","1,198","1,219","1,080","1,165","1,200",383,"1,020","1,197","1,013",876,826,"1,161",994,944,738,900,974,745,976,"1,014",865,696,767,934,874,690,727,748,889,800,715,605,173,280,459,589,583,598
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,252,428,508,483,553,503,478,568,629,"1,252","1,134","1,305","1,406","1,545","1,643","1,718","1,929","2,141","2,182","3,899","4,527","5,734","5,794","5,354","3,764","1,415","2,088","2,725","3,109","2,780","3,091"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,30,28,50,36,40,22,32,20,18,14,20,25,18,36,60,51,21,21,9,13,21,40,47,51
Northern Sydney,Free Travel,15,22,25,28,18,50,9,10,27,35,25,30,34,29,28,23,34,38,4,31,33,23,30,19,32,32,21,18,19,36,20,24,18,21,25,20,30,34,40,62,39,53,57,40,31,4,10,19,20,19,44
Northern Sydney,School Student,19,84,75,70,110,57,8,147,187,65,180,190,90,215,116,147,209,86,10,231,229,102,216,178,100,271,222,145,229,149,14,212,236,113,248,168,98,244,227,179,211,130,46,389,271,,97,260,194,290,276
Northern Sydney,Senior/Pensioner,"3,983","4,523","4,594","4,742","4,146","4,999","3,281","3,695","4,912","5,141","4,970","4,440","5,024","4,646","4,491","4,582","4,921","5,320","1,620","4,580","5,068","4,977","4,828","3,816","4,794","4,652","4,743","4,269","4,678","5,684","3,725","4,580","4,864","5,125","4,734","4,377","5,073","4,896","4,336","5,494","5,055","5,670","4,785","4,204","2,484",870,"1,379","2,167","2,209","1,998","2,419"
Northern Sydney,Sgl Trip LR Adult,98,169,273,255,234,322,216,226,178,224,186,209,386,445,392,436,428,490,96,469,375,294,293,370,270,381,381,203,286,386,180,219,215,199,138,228,180,268,204,195,122,289,223,111,59,3,4,7,23,8,3
Northern Sydney,Sgl Trip LR Child/Youth,16,34,42,29,25,49,34,20,15,39,12,28,77,85,29,48,32,72,12,52,39,48,30,72,72,57,22,17,23,67,32,26,22,50,8,55,75,36,11,20,15,52,52,17,7,,1,4,6,1,1
Northern Sydney,Adult,"11,539","12,192","11,808","11,764","11,427","11,733","9,852","11,954","13,800","11,137","13,015","12,107","11,531","11,421","10,897","12,015","12,542","11,702","4,676","10,858","12,060","10,597","11,789","10,194","11,370","11,671","11,121","10,682","11,127","10,370","9,152","10,293","11,545","10,429","11,163","10,671","10,805","11,020","9,430","9,930","9,939","9,417","8,851","8,863","5,733","1,168","1,860","2,971","3,396","3,158","3,372"
Northern Sydney,Child/Youth,"1,899","2,518","1,972","1,734","1,662","1,180",868,"1,419","1,419",911,"1,399","1,266","1,276","1,398","1,203","1,133","1,439","1,148",452,"1,200","1,055",850,"1,255","1,097","1,242","1,210","1,397","1,094","1,378","1,164","1,092","1,431","1,377","1,134","1,392","1,209","1,184","1,360","1,161","1,227","1,282","1,165","1,087","1,269",727,65,268,557,637,567,639
Northern Sydney,Concession,656,862,662,629,569,627,585,662,787,618,870,706,779,921,733,722,706,639,262,647,840,711,832,749,696,836,755,636,696,595,572,635,796,637,667,713,725,780,596,705,696,613,515,621,497,137,189,320,400,364,365
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,98,210,325,241,304,304,353,406,455,469,490,641,784,774,833,704,708,884,958,"1,676","2,071","2,444","2,778","2,807","1,789",443,760,"1,347","1,831","1,648","1,696"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,1,,24,30,38,26,24,13,21,36,19,30,24,8,9,11,9,13,9,6,13,6,2,2,5,15,10,13
Northern Sydney,Free Travel,22,21,15,19,19,17,7,10,20,22,20,10,9,14,19,12,27,11,8,9,9,6,10,10,7,2,7,1,7,9,11,8,7,11,17,4,6,11,3,6,8,12,14,12,4,,2,3,4,4,8
Northern Sydney,School Student,134,617,477,474,640,289,58,632,659,179,631,466,268,543,364,284,329,144,39,406,328,126,477,384,220,450,471,306,511,257,67,598,554,319,697,527,368,637,514,360,568,298,156,"1,090",858,7,509,952,607,971,777
Northern Sydney,Senior/Pensioner,"1,449","1,642","1,781","1,815","1,531","1,744","1,348","1,463","1,780","1,697","1,810","1,782","1,717","1,637","1,601","1,740","1,965","1,736",660,"1,690","1,942","1,736","1,879","1,693","1,739","1,796","1,743","1,612","1,822","1,823","1,520","1,647","1,741","1,695","1,804","1,810","1,848","1,953","1,668","1,982","1,963","1,986","1,841","1,738","1,164",362,561,923,957,942,"1,006"
Northern Sydney,Sgl Trip LR Adult,17,59,47,62,55,94,89,91,79,74,40,83,147,139,108,127,177,168,78,117,112,93,92,128,118,81,80,76,115,70,33,53,60,52,42,46,44,56,39,46,31,34,42,26,23,4,2,6,9,4,3
Northern Sydney,Sgl Trip LR Child/Youth,14,27,41,25,15,44,24,13,14,23,14,36,52,43,36,25,28,31,17,19,14,18,28,29,37,40,36,15,17,13,24,5,14,22,9,11,23,17,7,9,9,12,23,4,4,3,2,1,4,3,4
Northern Sydney,Adult,"8,365","8,825","9,037","9,281","8,971","9,137","7,706","8,710","10,236","8,897","10,465","9,728","9,522","9,465","8,850","9,490","10,013","9,184","3,690","8,238","9,013","8,419","9,544","8,410","9,033","9,333","9,070","8,837","9,139","8,145","6,884","7,994","8,721","7,841","8,820","8,009","8,586","8,386","7,702","8,241","8,113","7,634","7,226","6,932","4,584","1,221","1,436","2,222","2,409","2,271","2,655"
Northern Sydney,Child/Youth,"1,316","1,238","1,209","1,099",845,"1,207","1,310",817,953,"1,302",941,946,"1,406",847,863,955,731,"1,295",648,821,792,"1,202",822,753,"1,256",799,776,914,630,905,"1,127",779,891,"1,086",763,911,"1,264",813,748,"1,007",886,"1,239","1,528",715,342,99,143,254,456,277,368
Northern Sydney,Concession,459,678,664,607,460,455,314,489,819,700,901,642,536,839,692,710,612,566,219,519,686,619,766,604,555,806,613,581,485,394,438,462,734,652,594,503,483,706,498,578,455,418,346,380,284,29,97,186,208,198,216
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,48,118,233,222,268,262,305,376,481,610,602,696,750,791,920,866,905,993,"1,105","1,481","1,649","1,727","1,920","1,891","1,177",414,520,784,994,908,"1,145"
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,9,9,3,4,2,6,7,16,6,6,6,9,3,3,6,6,9,1,9,3,6,2,5
Northern Sydney,Free Travel,14,27,20,19,33,12,7,18,27,11,22,20,16,37,23,32,27,10,4,22,24,14,33,22,17,31,26,11,24,9,10,19,23,7,17,3,8,14,2,16,20,11,10,12,10,,1,1,1,1,3
Northern Sydney,School Student,24,143,187,182,250,53,14,334,386,114,364,205,151,348,238,241,289,75,17,294,229,109,393,295,141,386,335,208,347,82,26,393,402,239,476,303,196,466,399,278,400,116,69,679,468,6,129,382,177,284,245
Northern Sydney,Senior/Pensioner,"1,255","1,279","1,292","1,454","1,224","1,319","1,069","1,039","1,267","1,303","1,377","1,392","1,359","1,163","1,265","1,362","1,432","1,314",546,"1,107","1,271","1,352","1,399","1,194","1,343","1,314","1,315","1,187","1,128","1,242","1,065","1,127","1,252","1,286","1,354","1,230","1,341","1,146","1,037","1,323","1,227","1,326","1,238","1,104",643,191,275,514,512,506,632
Northern Sydney,Sgl Trip LR Adult,14,47,62,65,56,84,85,26,65,74,59,59,96,77,104,72,71,101,30,73,71,74,62,58,64,59,50,44,4,2,3,2,,,1,1,1,,,2,1,1,,1,,,,,,1,
Northern Sydney,Sgl Trip LR Child/Youth,5,19,26,47,17,47,58,10,26,45,25,24,91,36,28,37,29,57,34,29,24,60,18,27,54,31,30,22,2,2,1,,4,5,,1,1,,,,2,,,2,1,2,,,,,
Northern Sydney,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,346","36,605","37,562","24,678","3,875","7,214","12,188","15,370","18,469","17,356"
Northern Sydney,Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,315","4,570","2,194",931,87,282,625,"1,417",775,870
Northern Sydney,Concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,"1,563","2,744","2,210",114,434,"1,071","1,625","2,134","2,507"
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,339","8,491","9,669","7,207",982,"2,271","4,252","5,912","6,957","6,939"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,1,,5,2,1,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,284,245,168,66,112,152,185,251,282
Northern Sydney,Free Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,77,101,49,4,12,32,29,49,51
Northern Sydney,School Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,32,333,233,11,64,242,160,316,289
Northern Sydney,Senior/Pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,384","9,497","8,568","5,762","1,843","3,054","4,642","5,080","5,840","5,886"
Northern Sydney,Sgl Trip LR Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,329,308,149,2,14,21,33,,8
Northern Sydney,Sgl Trip LR Child/Youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,126,39,12,,1,10,21,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Sydney,Adult,"16,145","17,615","16,222","16,263","16,658","15,050","9,075","15,944","19,980","16,691","20,680","18,494","18,480","19,229","18,053","19,751","21,245","17,359","5,658","17,063","19,162","17,237","19,798","17,226","18,600","20,134","19,911","20,395","20,240","16,927","15,079","19,072","21,078","18,149","20,612","18,457","21,013","20,659","17,846","18,348","18,178","15,208","15,791","15,618","10,528","2,326","3,586","5,125","6,062","5,596","6,022"
Northern Sydney,Child/Youth,927,751,765,882,660,836,604,633,660,731,649,594,752,608,619,736,816,895,325,683,722,713,627,613,760,664,682,581,726,761,803,775,712,839,695,639,880,702,532,849,822,799,949,597,292,54,131,245,389,302,296
Northern Sydney,Concession,688,965,800,740,699,653,330,666,"1,099",772,"1,003",820,825,"1,245","1,019",964,947,691,222,753,"1,119",831,961,754,762,"1,021",853,774,781,622,642,834,970,755,794,685,776,916,919,937,817,684,796,742,567,148,182,290,321,346,373
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,73,185,285,292,323,312,322,340,551,588,605,868,"1,004",920,"1,049",970,"1,030","1,217","1,330","2,341","2,874","2,908","3,753","3,695","2,387",629,"1,002","1,665","2,096","1,786","2,108"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,16,25,14,13,35,28,28,37,26,39,22,20,30,25,20,19,45,28,34,20,52,47,56,55
Northern Sydney,Free Travel,11,11,6,10,10,7,7,7,12,12,16,11,9,7,3,4,8,4,2,9,13,18,18,20,26,21,18,16,18,29,24,21,15,16,14,18,19,16,8,8,15,11,11,8,1,,,5,4,8,6
Northern Sydney,School Student,8,51,59,66,81,39,4,71,153,59,140,146,59,154,112,143,167,54,14,156,196,93,230,223,95,202,164,80,123,64,10,144,186,100,207,143,101,132,134,112,193,90,34,256,188,1,62,176,101,164,181
Northern Sydney,Senior/Pensioner,"2,351","2,500","2,666","2,623","2,535","2,490","1,360","2,336","2,795","2,343","2,743","2,381","2,556","2,397","2,304","2,501","2,591","2,641",843,"2,426","2,843","2,491","2,828","2,560","2,620","2,644","2,789","2,558","2,855","2,677","2,457","2,796","2,924","2,548","2,985","2,763","3,057","2,943","2,744","2,944","2,958","3,002","2,896","2,621","1,713",559,805,"1,171","1,341","1,288","1,435"
Northern Sydney,Sgl Trip LR Adult,10,16,35,15,23,32,16,45,30,37,27,25,54,39,54,57,60,68,23,59,55,45,58,43,24,41,30,51,5,8,3,6,2,5,3,1,3,4,,6,3,1,8,3,2,1,,1,,1,
Northern Sydney,Sgl Trip LR Child/Youth,2,2,2,3,2,7,7,4,2,6,5,4,12,1,6,13,14,27,7,7,7,19,20,7,9,16,13,4,,,,1,,,,,1,,,,,1,1,,,1,,4,,2,
Northern Sydney,Adult,"9,061","10,189","14,142","21,636","17,238","18,708","17,214","17,878","20,733","19,797","21,077","19,988","21,070","19,015","18,882","20,825","21,304","20,499","7,730","17,949","19,882","18,857","21,047","19,331","22,241","22,692","21,613","19,896","21,576","20,879","18,137","20,217","21,265","19,822","20,041","19,658","20,452","20,353","16,783","17,819","17,524","17,139","16,442","14,819","9,615","2,242","3,608","6,156","7,131","7,149","7,396"
Northern Sydney,Child/Youth,"2,272","3,105","2,717","2,896","2,411","1,731","1,635","2,714","2,866","2,143","2,591","1,923","2,552","2,724","2,003","2,258","2,217","1,812",846,"2,581","2,458","2,127","2,743","2,445","2,600","2,981","2,631","2,123","2,501","1,800","1,734","3,012","2,868","2,580","2,929","2,702","2,560","3,230","2,639","2,558","2,580","2,086","2,283","2,717","1,617",184,686,"1,408","1,467","1,537","1,526"
Northern Sydney,Concession,370,433,568,762,651,762,590,708,988,881,953,882,874,902,740,764,780,710,274,681,856,769,800,784,903,"1,020",976,762,876,829,655,715,928,819,845,776,811,970,725,706,731,717,652,715,466,97,209,339,392,454,434
Northern Sydney,CTP,,,,,,,,,,,,,,,,,,,,,115,293,339,407,519,554,585,585,801,994,"1,104","1,193","1,396","1,365","1,493","1,463","1,573","1,778","1,866","3,155","3,913","4,237","4,566","4,318","3,047",837,"1,588","2,705","3,234","3,102","3,411"
Northern Sydney,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Northern Sydney,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,10,18,13,19,16,11,15,29,14,23,21,23,17,23,22,29,24,12,6,5,15,8,17,16,20,43
Northern Sydney,Free Travel,14,36,46,49,40,32,23,19,27,17,29,18,18,32,21,33,33,21,7,26,24,22,19,13,26,22,18,15,12,21,11,11,10,9,17,11,14,18,7,6,15,15,9,9,10,5,2,10,8,9,11
